age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,services,single,secondary,no,112,yes,no,cellular,5,may,480,2,375,7,failure,no
32,management,married,tertiary,no,4991,yes,no,cellular,21,nov,642,6,183,1,success,no
58,management,married,tertiary,no,2432,no,no,cellular,13,jun,323,1,-1,0,unknown,no
35,blue-collar,single,primary,no,2800,yes,no,cellular,7,apr,203,2,-1,0,unknown,no
37,entrepreneur,married,unknown,no,2698,yes,no,telephone,26,may,286,7,-1,0,unknown,no
33,management,married,tertiary,no,395,no,no,unknown,10,jun,277,6,-1,0,unknown,no
56,retired,married,secondary,no,1889,no,no,cellular,29,jul,54,1,-1,0,unknown,no
66,retired,married,primary,no,3300,no,no,cellular,13,aug,162,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,42,yes,yes,cellular,7,feb,486,4,-1,0,unknown,no
42,technician,married,secondary,no,640,yes,no,cellular,14,aug,501,3,-1,0,unknown,no
25,services,single,secondary,no,2146,yes,no,cellular,18,apr,344,1,-1,0,unknown,no
31,admin.,single,secondary,no,90,no,no,cellular,19,oct,687,1,186,3,failure,yes
52,entrepreneur,married,unknown,no,11196,no,no,unknown,15,jun,58,8,-1,0,unknown,yes
31,blue-collar,single,secondary,no,627,no,no,cellular,28,may,121,3,-1,0,unknown,no
54,self-employed,single,tertiary,no,3458,yes,no,cellular,9,mar,269,1,90,2,unknown,no
29,admin.,married,secondary,no,2047,yes,no,telephone,16,nov,213,1,0,0,unknown,no
48,technician,divorced,secondary,no,-177,no,no,cellular,16,aug,95,4,-1,0,unknown,no
29,technician,married,tertiary,no,1418,no,no,cellular,7,jul,448,2,-1,0,unknown,no
43,management,single,tertiary,no,20316,yes,no,cellular,5,may,216,1,101,1,failure,no
53,management,divorced,tertiary,no,2871,no,yes,cellular,20,aug,260,2,-1,0,unknown,no
46,admin.,divorced,tertiary,no,6368,no,no,unknown,20,jun,255,1,278,3,other,no
47,technician,single,tertiary,no,2141,no,no,cellular,2,aug,155,5,-1,0,unknown,yes
35,blue-collar,single,secondary,no,1955,yes,no,unknown,8,may,146,1,-1,0,unknown,no
43,admin.,married,secondary,no,843,yes,no,unknown,25,may,165,4,-1,0,unknown,no
43,management,divorced,tertiary,no,391,yes,no,telephone,17,aug,136,3,-1,0,unknown,no
30,self-employed,single,unknown,no,493,no,no,cellular,28,apr,169,2,-1,0,unknown,no
57,technician,divorced,secondary,no,2540,yes,yes,unknown,4,feb,294,1,-1,0,unknown,no
55,technician,married,tertiary,no,227,yes,no,cellular,21,feb,153,1,-1,2,failure,no
41,admin.,single,secondary,no,153,no,no,cellular,18,apr,179,4,-1,0,unknown,yes
45,management,married,tertiary,no,9335,no,no,cellular,9,oct,243,1,-1,0,unknown,no
29,management,married,tertiary,no,575,no,yes,cellular,28,oct,402,4,-1,0,unknown,no
30,unemployed,single,secondary,no,1564,yes,no,cellular,25,aug,1329,26,-1,0,unknown,no
35,housemaid,single,unknown,no,679,yes,no,cellular,6,may,223,1,354,3,other,yes
33,management,married,tertiary,no,2171,no,no,cellular,28,jan,328,3,-1,0,unknown,no
24,student,single,tertiary,no,721,no,no,cellular,27,aug,125,2,-1,0,unknown,no
27,technician,single,secondary,no,1133,yes,no,cellular,8,sep,1067,1,138,3,success,yes
37,admin.,married,secondary,no,1943,yes,no,unknown,18,may,167,4,-1,0,unknown,no
43,management,married,tertiary,no,9287,yes,no,cellular,21,nov,228,8,-1,0,unknown,no
57,management,married,tertiary,no,501,yes,no,unknown,6,jun,119,6,-1,3,unknown,no
45,technician,divorced,secondary,no,-12,no,yes,unknown,8,jun,237,6,-1,0,unknown,no
34,management,single,tertiary,no,1092,yes,no,cellular,6,feb,114,6,112,3,other,no
29,blue-collar,married,secondary,no,752,yes,no,cellular,20,apr,133,1,-1,0,unknown,no
43,technician,divorced,secondary,no,659,yes,no,cellular,18,nov,171,1,-1,0,unknown,no
42,self-employed,married,secondary,no,136,yes,no,cellular,11,nov,69,2,173,4,failure,no
44,services,single,secondary,yes,-142,yes,no,cellular,18,apr,170,1,-1,0,unknown,no
52,services,married,secondary,no,1750,yes,no,cellular,14,apr,436,2,-1,0,unknown,no
31,blue-collar,single,primary,no,1501,yes,no,unknown,7,may,139,3,-1,0,unknown,no
60,technician,married,secondary,no,-54,no,no,cellular,15,nov,242,1,-1,0,unknown,no
28,technician,single,tertiary,no,497,no,no,cellular,24,jul,455,2,-1,0,unknown,no
49,technician,single,secondary,yes,1457,no,yes,cellular,18,jun,695,3,-1,0,unknown,yes
37,unknown,divorced,secondary,no,5465,yes,no,cellular,18,may,149,4,117,4,failure,no
34,management,single,tertiary,no,128,yes,no,cellular,8,may,146,3,330,1,failure,no
50,unknown,married,unknown,no,2431,yes,no,unknown,3,jun,535,7,-1,0,unknown,no
28,services,single,secondary,no,503,yes,yes,cellular,28,jul,59,24,-1,0,unknown,no
39,self-employed,single,tertiary,no,1084,no,no,cellular,19,aug,230,4,-1,0,unknown,no
40,blue-collar,married,primary,no,87,yes,no,cellular,6,feb,571,2,-1,0,unknown,yes
78,retired,married,primary,no,7726,no,yes,telephone,2,feb,251,1,0,0,unknown,yes
29,technician,single,tertiary,no,509,yes,no,cellular,19,aug,116,1,-1,0,unknown,no
52,technician,married,primary,no,2327,no,no,telephone,15,aug,43,5,-1,0,unknown,no
49,blue-collar,married,primary,no,254,yes,yes,cellular,7,may,780,2,-1,0,unknown,no
32,entrepreneur,married,secondary,yes,-259,yes,no,unknown,22,feb,373,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,1285,yes,no,telephone,17,apr,105,4,350,11,other,no
30,student,single,secondary,no,1308,yes,no,unknown,23,may,551,2,-1,0,unknown,yes
34,blue-collar,married,primary,no,537,yes,no,cellular,18,jul,375,5,-1,0,unknown,no
32,management,married,tertiary,no,-98,yes,no,cellular,28,aug,302,4,-1,0,unknown,no
61,retired,married,secondary,no,3583,no,no,cellular,13,oct,490,1,101,3,success,yes
24,blue-collar,single,secondary,no,5367,no,no,cellular,5,feb,1129,3,-1,0,unknown,yes
43,blue-collar,married,unknown,no,16,yes,no,cellular,12,may,271,2,-1,0,unknown,no
40,blue-collar,single,secondary,yes,-181,yes,no,unknown,18,may,192,1,-1,0,unknown,no
48,self-employed,married,secondary,no,627,no,no,cellular,22,nov,80,6,-1,0,unknown,no
59,admin.,divorced,secondary,no,353,yes,no,unknown,14,may,169,1,-1,0,unknown,no
37,technician,divorced,tertiary,no,7233,yes,no,cellular,21,oct,87,1,106,3,failure,no
25,technician,single,tertiary,no,4742,no,no,cellular,3,mar,1020,1,96,1,success,yes
25,self-employed,single,tertiary,no,774,no,no,cellular,28,apr,279,2,-1,0,unknown,no
53,technician,married,tertiary,no,69,yes,no,unknown,14,may,77,1,-1,0,unknown,no
58,retired,married,tertiary,no,2744,no,no,cellular,30,jan,1010,2,65,1,failure,no
45,technician,divorced,secondary,no,-38,yes,no,cellular,21,nov,723,3,-1,0,unknown,no
82,retired,married,primary,no,2103,no,no,telephone,12,aug,258,1,-1,0,unknown,no
52,management,married,tertiary,no,2599,yes,no,cellular,14,feb,389,1,330,1,failure,no
42,management,divorced,tertiary,no,3498,yes,no,cellular,5,nov,115,6,272,1,other,no
31,blue-collar,single,unknown,no,29,yes,no,cellular,2,jun,280,3,-1,0,unknown,no
41,blue-collar,married,primary,no,-43,yes,yes,cellular,14,may,920,4,-1,0,unknown,no
31,blue-collar,single,secondary,no,10,yes,yes,cellular,19,may,317,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,-177,yes,no,unknown,12,may,562,3,-1,0,unknown,no
49,management,married,tertiary,no,131,yes,yes,unknown,7,jun,113,2,-1,0,unknown,no
31,management,single,tertiary,no,397,yes,no,cellular,21,jul,208,3,-1,0,unknown,no
32,management,divorced,unknown,no,559,yes,no,cellular,28,jan,109,7,-1,0,unknown,no
42,admin.,single,secondary,no,973,no,no,telephone,11,may,124,4,184,0,other,no
27,admin.,single,secondary,yes,-173,yes,no,unknown,13,may,318,2,-1,0,unknown,no
57,management,divorced,tertiary,yes,8706,yes,no,cellular,28,jan,141,3,-1,0,unknown,no
43,housemaid,married,secondary,no,69,yes,no,cellular,17,jul,68,1,-1,0,unknown,no
55,blue-collar,married,primary,no,585,no,no,cellular,14,dec,801,4,191,2,success,no
32,retired,single,primary,no,1925,no,no,cellular,10,jun,287,14,-1,0,unknown,no
38,blue-collar,single,secondary,no,1677,yes,no,cellular,2,feb,361,3,258,11,other,no
44,housemaid,married,primary,no,896,yes,no,telephone,16,jun,120,4,-1,0,unknown,no
57,management,married,tertiary,no,1706,no,no,cellular,27,aug,62,5,-1,0,unknown,no
57,technician,married,tertiary,no,2526,no,no,cellular,11,feb,43,6,137,0,unknown,no
73,retired,married,primary,no,2586,no,no,telephone,12,oct,175,3,183,0,failure,no
27,services,single,secondary,yes,73,no,no,cellular,7,jul,151,1,-1,0,unknown,no
31,management,married,tertiary,no,2133,yes,no,cellular,21,nov,172,2,-1,0,unknown,no
31,technician,married,unknown,no,269,yes,no,cellular,20,apr,188,1,-1,0,unknown,no
46,blue-collar,single,unknown,no,562,yes,no,cellular,20,jul,104,3,0,0,unknown,no
32,technician,divorced,secondary,no,805,yes,no,cellular,18,feb,230,1,333,0,unknown,no
42,technician,married,secondary,no,302,no,no,cellular,26,jul,91,6,-1,0,unknown,no
46,admin.,divorced,secondary,no,381,no,yes,cellular,18,jul,210,7,-1,0,unknown,no
28,self-employed,single,secondary,no,76,yes,no,unknown,14,may,265,2,-1,0,unknown,no
34,services,single,secondary,no,631,no,no,cellular,8,feb,164,1,-1,0,unknown,no
60,entrepreneur,married,primary,no,2216,yes,yes,unknown,20,nov,219,11,-1,0,unknown,no
39,technician,married,tertiary,no,2076,yes,no,cellular,6,jul,241,2,-1,0,unknown,no
34,technician,divorced,tertiary,yes,99,yes,no,cellular,21,may,142,3,-1,0,unknown,no
23,blue-collar,single,secondary,no,1528,yes,yes,cellular,8,jul,344,2,-1,0,unknown,no
35,technician,single,tertiary,no,200,no,no,cellular,12,aug,119,5,-1,0,unknown,no
32,management,married,tertiary,yes,572,no,no,cellular,30,aug,172,17,-1,0,unknown,no
55,housemaid,married,primary,no,143,no,no,telephone,20,aug,69,1,-1,0,unknown,no
43,technician,single,secondary,no,266,yes,no,cellular,8,may,52,4,-1,0,unknown,no
52,entrepreneur,married,primary,yes,47,no,no,telephone,25,jul,364,4,-1,0,unknown,no
53,blue-collar,married,primary,no,3918,no,no,cellular,24,jul,89,3,-1,0,unknown,no
87,retired,divorced,primary,no,1056,no,no,telephone,12,jun,747,4,-1,0,unknown,no
43,entrepreneur,married,primary,no,1900,yes,yes,telephone,16,jul,81,8,347,4,failure,yes
41,blue-collar,divorced,secondary,no,150,yes,no,cellular,11,may,699,2,341,11,other,no
29,services,divorced,secondary,no,-621,yes,no,cellular,14,oct,134,1,302,1,other,no
30,technician,single,secondary,no,826,no,no,cellular,2,feb,613,1,-1,0,unknown,yes
47,technician,single,tertiary,no,23,no,no,cellular,16,aug,263,1,-1,2,unknown,no
31,services,single,secondary,no,1415,yes,no,unknown,8,may,120,5,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,422,yes,no,unknown,10,may,624,15,-1,0,unknown,no
20,services,single,secondary,no,2203,yes,no,cellular,8,may,555,1,-1,0,unknown,yes
32,blue-collar,married,tertiary,no,1,yes,no,unknown,20,nov,122,6,-1,0,unknown,no
58,retired,married,unknown,no,424,yes,no,unknown,24,may,436,4,-1,0,unknown,yes
33,management,single,tertiary,no,323,yes,no,cellular,7,feb,163,1,-1,0,unknown,no
24,admin.,single,secondary,no,820,yes,no,cellular,14,apr,1205,2,94,2,other,yes
29,technician,single,secondary,no,708,yes,no,cellular,16,may,272,1,349,1,failure,no
54,services,divorced,tertiary,no,7327,no,no,unknown,7,jun,1310,1,0,0,unknown,yes
29,blue-collar,married,secondary,no,888,yes,no,cellular,3,may,584,1,352,2,other,no
27,services,divorced,secondary,no,1892,yes,no,cellular,17,may,399,1,-1,2,unknown,no
35,technician,single,unknown,no,1008,no,no,cellular,7,aug,95,2,-1,0,unknown,no
32,management,married,primary,no,558,no,no,unknown,4,jun,622,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,1557,yes,no,telephone,24,jul,60,3,271,0,unknown,no
32,technician,single,tertiary,no,-1,no,no,cellular,17,aug,47,17,-1,0,unknown,no
46,entrepreneur,married,secondary,no,1258,no,yes,cellular,21,nov,280,3,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,1907,yes,yes,telephone,28,jul,303,3,-1,0,unknown,no
41,technician,single,secondary,no,1696,no,yes,telephone,8,jun,60,6,-1,0,unknown,no
25,admin.,single,secondary,no,2814,yes,no,unknown,4,jun,319,3,-1,0,unknown,no
36,services,single,secondary,no,273,yes,no,unknown,5,may,151,1,-1,0,unknown,no
41,services,married,secondary,no,87,yes,yes,cellular,9,jul,368,4,-1,0,unknown,no
43,blue-collar,married,primary,no,1212,yes,no,unknown,14,may,50,4,-1,0,unknown,no
53,technician,divorced,tertiary,no,400,no,no,cellular,25,aug,298,3,-1,2,success,yes
29,technician,divorced,secondary,no,184,yes,no,cellular,31,feb,381,1,249,0,failure,no
29,entrepreneur,single,tertiary,no,857,yes,no,unknown,30,may,175,3,-1,0,unknown,no
56,admin.,married,secondary,no,526,no,no,unknown,5,may,90,7,-1,0,unknown,no
53,housemaid,married,primary,no,683,no,no,unknown,6,may,530,3,-1,0,unknown,yes
34,services,married,secondary,no,2269,yes,no,cellular,14,may,1053,4,-1,0,unknown,no
55,blue-collar,married,primary,no,523,yes,no,unknown,8,may,581,2,-1,0,unknown,no
21,admin.,single,secondary,no,771,yes,no,cellular,9,may,155,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,472,yes,no,cellular,4,feb,274,1,263,1,failure,no
55,self-employed,single,secondary,no,903,no,no,telephone,17,apr,669,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,221,yes,no,cellular,12,may,17,1,355,1,other,no
63,retired,divorced,secondary,no,259,no,no,telephone,23,oct,246,1,-1,0,other,no
30,management,married,secondary,no,977,yes,no,cellular,14,may,594,5,360,0,unknown,no
42,housemaid,married,primary,no,232,no,no,telephone,19,aug,290,1,-1,0,unknown,no
38,blue-collar,divorced,unknown,no,297,yes,no,unknown,13,may,470,3,-1,0,unknown,no
57,admin.,single,secondary,no,742,yes,no,cellular,15,may,0,1,368,1,failure,no
47,unemployed,married,tertiary,yes,1087,no,no,cellular,27,mar,335,3,-1,0,unknown,no
30,services,married,secondary,no,99,yes,no,cellular,25,aug,210,17,-1,0,unknown,no
54,technician,single,secondary,no,1655,no,no,cellular,5,oct,265,2,42,1,success,no
32,technician,married,secondary,no,1623,yes,no,cellular,21,jun,1007,3,-1,0,unknown,no
43,self-employed,single,primary,no,277,yes,no,cellular,12,may,1160,1,-1,0,unknown,yes
28,student,single,secondary,no,1442,no,no,cellular,11,oct,425,3,93,2,success,no
41,management,divorced,tertiary,no,1931,no,no,cellular,9,aug,30,4,281,10,success,no
30,technician,single,secondary,no,1929,no,no,cellular,8,nov,185,1,86,1,unknown,no
28,technician,single,secondary,no,607,yes,no,cellular,11,aug,97,6,97,1,success,no
47,services,married,primary,no,1204,yes,yes,telephone,14,jul,251,2,-1,0,unknown,no
28,technician,single,secondary,no,1407,yes,no,cellular,13,aug,255,1,-1,0,unknown,no
30,management,married,tertiary,no,451,yes,no,cellular,26,aug,213,4,-1,0,unknown,no
29,blue-collar,single,tertiary,no,1155,yes,no,cellular,3,apr,180,2,-1,0,unknown,yes
34,services,single,secondary,no,-76,yes,no,cellular,13,may,552,1,-1,0,unknown,no
35,management,single,tertiary,no,2701,yes,no,cellular,24,may,241,2,343,3,failure,no
41,technician,single,secondary,no,1378,no,no,cellular,19,jun,1417,3,-1,0,unknown,yes
46,technician,divorced,secondary,no,947,no,no,cellular,14,may,412,1,181,1,failure,no
32,admin.,single,secondary,no,54,yes,no,unknown,24,may,276,3,-1,0,unknown,no
45,services,divorced,secondary,yes,-1148,yes,yes,unknown,24,nov,79,1,-1,0,unknown,no
29,technician,single,secondary,no,318,no,yes,cellular,29,may,62,4,-1,0,unknown,no
24,management,single,tertiary,no,704,yes,no,cellular,27,may,177,2,337,1,success,no
42,blue-collar,married,primary,no,1043,yes,no,cellular,18,jul,774,2,-1,0,unknown,no
43,technician,married,secondary,no,726,yes,no,cellular,11,may,297,3,-1,0,unknown,no
59,housemaid,married,primary,no,1900,no,no,telephone,15,nov,246,1,-1,0,unknown,no
57,blue-collar,divorced,secondary,yes,-143,yes,no,unknown,15,may,346,6,-1,0,unknown,no
46,management,married,tertiary,no,1341,yes,no,telephone,27,jul,156,6,-1,0,unknown,no
34,services,married,secondary,no,335,no,no,cellular,17,aug,456,4,-1,0,unknown,no
71,unknown,single,unknown,no,2509,no,no,unknown,5,jun,299,1,-1,0,unknown,yes
26,student,single,tertiary,no,2210,no,no,cellular,29,jan,196,2,-1,0,unknown,yes
52,housemaid,married,primary,no,1576,no,no,unknown,18,jun,347,1,-1,0,unknown,yes
28,technician,single,secondary,yes,529,yes,no,cellular,29,jan,446,3,-1,0,unknown,no
28,services,single,secondary,no,-325,yes,no,unknown,19,may,86,2,-1,0,unknown,no
26,student,single,tertiary,no,3799,no,no,cellular,8,dec,655,1,103,1,success,yes
45,services,married,secondary,no,3,yes,no,cellular,16,may,616,3,364,3,other,yes
33,services,single,tertiary,no,4716,no,no,cellular,6,may,565,1,-1,1,other,yes
48,technician,married,unknown,no,-72,yes,no,cellular,6,may,353,3,-1,0,unknown,no
76,housemaid,married,primary,no,2403,no,no,unknown,21,jun,681,4,-1,0,unknown,no
29,admin.,single,secondary,no,275,no,no,cellular,27,aug,300,3,-1,0,unknown,no
18,admin.,single,secondary,no,279,yes,no,unknown,6,may,170,1,-1,0,unknown,no
27,student,single,secondary,no,937,no,no,unknown,21,jun,157,3,-1,0,unknown,no
28,services,divorced,secondary,no,277,yes,yes,cellular,26,jul,385,2,-1,0,unknown,no
38,entrepreneur,married,primary,no,-57,no,yes,cellular,27,jul,446,2,-1,0,unknown,yes
44,technician,single,secondary,no,657,no,no,cellular,18,nov,238,1,-1,0,unknown,no
52,technician,divorced,secondary,no,2664,yes,no,unknown,30,may,191,3,-1,0,unknown,no
43,blue-collar,single,secondary,no,172,yes,yes,cellular,21,may,180,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,572,yes,no,unknown,21,may,96,3,-1,0,unknown,no
55,retired,married,primary,no,1192,no,yes,telephone,5,jul,283,1,-1,0,unknown,yes
41,blue-collar,divorced,secondary,no,107,yes,no,cellular,7,apr,446,2,-1,0,unknown,yes
45,blue-collar,married,secondary,no,-61,yes,yes,cellular,19,nov,166,3,269,2,unknown,no
28,services,married,secondary,no,-469,yes,yes,unknown,9,jul,476,3,-1,0,unknown,no
39,admin.,single,secondary,no,-400,yes,no,unknown,10,may,81,2,-1,0,unknown,no
80,retired,divorced,primary,no,1076,no,no,telephone,6,oct,304,1,183,3,failure,yes
41,management,married,secondary,no,673,yes,yes,cellular,26,may,143,2,-1,0,unknown,no
18,student,single,secondary,no,230,yes,no,cellular,26,jan,322,1,94,2,other,no
36,technician,single,secondary,no,1795,yes,no,cellular,27,may,88,2,182,1,failure,no
40,management,married,tertiary,no,21758,yes,no,cellular,3,aug,46,8,-1,0,unknown,no
31,admin.,single,unknown,no,4822,yes,no,unknown,28,may,94,2,-1,0,unknown,no
32,services,single,secondary,no,-180,yes,no,unknown,13,may,337,1,-1,0,unknown,no
39,services,single,primary,yes,-99,yes,no,cellular,15,aug,172,4,-1,0,unknown,no
36,management,married,tertiary,no,9216,no,no,cellular,21,jun,70,6,-1,0,unknown,no
26,management,single,tertiary,no,314,yes,no,cellular,14,may,529,1,90,2,other,no
30,management,single,tertiary,no,2707,yes,no,unknown,9,may,79,1,-1,0,unknown,no
24,blue-collar,single,primary,no,585,yes,yes,cellular,13,may,417,2,358,3,other,no
38,management,married,tertiary,no,1114,yes,no,cellular,17,apr,184,2,-1,0,unknown,no
26,unemployed,single,secondary,no,-304,yes,no,cellular,30,may,98,3,-1,0,unknown,no
25,technician,single,tertiary,no,599,no,no,cellular,26,aug,107,8,-1,0,unknown,no
38,admin.,married,secondary,no,-325,yes,no,cellular,20,nov,193,1,-1,0,unknown,no
53,technician,married,unknown,no,17125,no,no,telephone,17,nov,94,1,94,2,other,no
47,entrepreneur,married,unknown,yes,148,yes,no,unknown,23,may,77,5,-1,0,unknown,no
34,student,single,secondary,no,157,no,no,cellular,20,apr,475,1,-1,0,unknown,no
54,housemaid,married,primary,no,3162,no,no,telephone,17,oct,287,3,-1,2,unknown,no
30,self-employed,single,secondary,no,678,no,no,unknown,10,jun,193,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,65,yes,no,unknown,27,jun,69,1,-1,0,unknown,no
46,housemaid,married,primary,no,3284,no,no,telephone,6,sep,798,1,-1,0,unknown,no
58,technician,married,secondary,no,2405,yes,no,telephone,2,feb,140,1,118,2,other,yes
29,self-employed,single,secondary,no,139,no,no,cellular,7,jun,741,3,288,1,unknown,yes
22,technician,single,secondary,no,30,no,no,cellular,29,aug,262,17,-1,0,unknown,no
58,entrepreneur,divorced,secondary,no,1047,yes,no,unknown,20,may,366,3,-1,0,unknown,no
42,technician,married,secondary,no,298,yes,no,cellular,16,aug,39,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,1295,yes,no,telephone,14,may,319,7,-1,0,unknown,no
55,admin.,divorced,primary,yes,-90,no,no,cellular,17,jul,141,2,-1,0,unknown,no
27,technician,single,tertiary,no,48,no,yes,cellular,8,aug,302,4,-1,0,unknown,no
56,housemaid,married,primary,no,5002,no,no,unknown,16,jun,678,4,-1,0,unknown,no
33,blue-collar,married,unknown,no,187,no,no,unknown,19,may,80,7,-1,0,unknown,no
30,management,single,tertiary,no,2467,yes,no,unknown,28,aug,195,2,-1,0,unknown,no
35,technician,single,tertiary,no,-16,no,no,cellular,27,aug,120,16,-1,0,unknown,no
36,technician,single,tertiary,no,-205,no,no,cellular,19,aug,80,1,-1,0,unknown,no
46,technician,married,secondary,no,573,yes,yes,unknown,25,jul,75,2,-1,0,unknown,no
47,technician,single,secondary,yes,611,yes,yes,cellular,3,feb,646,1,-1,0,unknown,no
47,entrepreneur,married,secondary,no,416,yes,no,cellular,20,nov,292,1,-1,0,unknown,no
52,blue-collar,married,primary,no,358,yes,no,unknown,12,may,1014,4,-1,0,unknown,yes
60,retired,married,secondary,no,5918,no,no,telephone,13,sep,264,1,-1,0,unknown,yes
55,technician,married,secondary,no,2024,yes,no,unknown,18,jun,519,1,-1,0,unknown,no
42,technician,married,secondary,no,528,no,no,cellular,27,aug,148,5,-1,0,unknown,no
40,technician,single,secondary,yes,-136,yes,no,unknown,26,jun,66,11,-1,0,unknown,no
26,student,single,tertiary,no,447,no,no,cellular,18,jul,165,1,-1,0,unknown,no
55,management,married,primary,no,2056,no,no,telephone,26,aug,42,5,-1,3,unknown,no
50,management,married,tertiary,no,932,yes,no,unknown,3,jun,75,1,-1,0,unknown,no
34,technician,divorced,secondary,no,484,yes,no,cellular,28,apr,652,2,-1,2,unknown,yes
31,blue-collar,married,unknown,no,195,yes,no,cellular,7,may,244,2,365,2,failure,no
45,blue-collar,married,secondary,no,55,yes,no,cellular,11,jul,211,2,-1,0,unknown,no
26,blue-collar,single,primary,yes,-769,no,no,cellular,8,feb,562,4,-1,0,unknown,yes
42,blue-collar,married,primary,no,30,no,no,cellular,15,jul,278,3,-1,0,unknown,no
26,management,single,tertiary,no,1154,yes,no,cellular,30,may,897,3,-1,0,unknown,yes
57,admin.,divorced,secondary,no,1391,no,no,cellular,19,may,958,1,-1,0,unknown,no
29,services,married,tertiary,no,782,yes,no,cellular,12,may,88,4,347,2,failure,no
44,blue-collar,married,secondary,no,3038,yes,yes,cellular,16,may,803,10,-1,0,unknown,no
48,self-employed,divorced,tertiary,no,19170,no,no,cellular,3,feb,34,1,-1,0,unknown,no
33,self-employed,single,tertiary,no,3901,yes,no,cellular,19,sep,493,4,94,2,failure,no
31,entrepreneur,single,secondary,no,383,yes,no,cellular,23,may,203,4,342,4,unknown,no
71,entrepreneur,married,secondary,no,2251,no,no,cellular,17,dec,335,2,-1,0,unknown,yes
44,blue-collar,married,primary,no,1061,no,no,unknown,19,jun,58,1,-1,0,unknown,no
56,retired,married,primary,no,112,yes,no,telephone,5,may,452,1,351,1,failure,yes
46,technician,married,secondary,no,4006,yes,no,cellular,17,nov,117,6,-1,0,unknown,no
52,housemaid,married,tertiary,yes,1054,no,yes,cellular,18,jul,740,2,-1,0,unknown,yes
35,technician,single,tertiary,no,991,yes,no,cellular,29,jul,226,27,-1,0,unknown,no
39,technician,single,unknown,no,192,yes,no,unknown,17,may,163,1,-1,0,unknown,no
30,technician,single,secondary,no,744,no,no,cellular,28,feb,44,4,-1,0,unknown,no
46,technician,married,secondary,no,2480,no,no,cellular,14,aug,164,4,177,1,failure,no
47,technician,married,tertiary,no,69,yes,yes,cellular,15,may,716,2,291,11,other,no
38,entrepreneur,single,tertiary,no,8833,no,no,cellular,21,jun,553,16,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,1576,no,no,cellular,16,jul,174,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,1118,yes,no,cellular,28,feb,125,1,176,2,other,no
52,technician,single,tertiary,no,122,no,no,cellular,17,aug,195,5,95,1,other,no
31,technician,married,tertiary,no,1001,no,no,cellular,27,oct,827,1,-1,0,unknown,yes
41,technician,married,primary,no,1911,no,no,cellular,2,feb,450,18,-1,0,unknown,no
40,management,married,tertiary,no,5944,yes,no,unknown,29,apr,536,3,-1,0,unknown,no
35,management,married,tertiary,no,1292,yes,no,cellular,19,jul,298,11,-1,0,unknown,yes
51,self-employed,married,secondary,no,1091,no,no,telephone,20,nov,66,6,-1,0,unknown,no
39,blue-collar,married,primary,no,823,yes,no,cellular,15,aug,133,2,356,11,other,no
26,admin.,single,tertiary,no,712,yes,no,cellular,19,may,460,1,351,3,other,yes
43,technician,divorced,secondary,no,197,yes,no,cellular,3,apr,545,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,137,no,no,cellular,17,oct,371,23,-1,0,unknown,no
37,management,married,tertiary,no,368,yes,yes,cellular,17,apr,224,1,-1,1,failure,no
39,technician,married,secondary,no,390,yes,no,cellular,14,may,257,1,89,7,failure,no
40,self-employed,married,primary,no,26310,no,no,telephone,19,oct,319,3,-1,0,unknown,no
31,management,single,tertiary,no,357,yes,no,cellular,14,jan,157,7,-1,0,unknown,no
34,management,married,tertiary,no,380,yes,no,cellular,15,apr,337,2,-1,0,unknown,no
59,retired,married,primary,no,8915,no,no,telephone,12,oct,606,3,192,2,failure,no
33,services,married,secondary,no,473,yes,no,cellular,7,apr,275,1,173,1,failure,no
44,technician,single,secondary,no,903,yes,yes,cellular,29,jan,392,1,-1,0,unknown,no
25,unemployed,single,secondary,no,499,yes,no,unknown,28,may,475,3,-1,0,unknown,no
35,admin.,married,secondary,no,1957,yes,no,cellular,28,aug,158,2,-1,1,unknown,no
26,blue-collar,single,secondary,no,862,yes,yes,cellular,29,jul,167,3,-1,0,unknown,no
30,unknown,married,unknown,no,3728,no,no,cellular,21,nov,93,1,-1,0,unknown,no
26,services,single,secondary,no,-155,yes,no,cellular,8,may,130,3,340,0,unknown,no
45,technician,married,secondary,yes,-525,no,yes,cellular,28,jan,375,2,-1,0,unknown,no
26,entrepreneur,single,unknown,no,91,no,no,unknown,6,may,43,28,-1,0,unknown,no
42,services,married,secondary,no,177,yes,no,cellular,4,may,296,2,-1,0,unknown,no
29,unknown,single,unknown,no,163,no,no,cellular,4,aug,171,4,-1,0,unknown,no
